Your Input	WormBase Gene ID	Public Name	Species	Biotype	Sequence Name	Other Name	Expr_pattern Tissue	Genomic Study Tissue	Gene Ontology Association
WBGene00044678	WBGene00044678	B0303.16	Caenorhabditis elegans	protein_coding_gene	B0303.16	CELE_B0303.16	N.A.	AFD, anal depressor muscle, AWAL, AWAR, intestinal muscle, M.vrpaapap, mu_int_L, neuron	"membrane"
WBGene00044679	WBGene00044679	nssp-6	Caenorhabditis elegans	protein_coding_gene	K02B12.9	CELE_K02B12.9	N.A.	AIN, AINL, AINR, anterior arcade cell, AQR, BDU, BDUL, ILshDL, lumbar ganglion, neuron, OLQshDL, PQR, PVWL, RIA, RIAL, RIAR, RIPL, RMED, RMEL, RMER, RMEV, sensory neuron	N.A.
WBGene00044680	WBGene00044680	F30A10.13	Caenorhabditis elegans	protein_coding_gene	F30A10.13	CELE_F30A10.13	N.A.	germ line, intestine, PLML, PLMR, spermathecal-uterine junction, ut1, ut2, ut3, uterine seam cell, uv2	N.A.
WBGene00044681	WBGene00044681	clc-20	Caenorhabditis elegans	protein_coding_gene	T24C4.8	CELE_T24C4.8	N.A.	AVL, intestinal cell, intestine, pharyngeal muscle cell, rect_D, rect_VL, rect_VR, rectal gland cell, rectal valve cell, sensory neuron, VA11, virL	"membrane"
WBGene00044683	WBGene00044683	C36E6.8	Caenorhabditis elegans	protein_coding_gene	C36E6.8	CELE_C36E6.8	N.A.	amphid sheath cell, anterior spermatheca, K cell, K' cell, Posterior spermatheca, spermatheca, spermathecal-uterine junction, uv2, uv3	"membrane"
WBGene00044684	WBGene00044684	T08G11.2	Caenorhabditis elegans	protein_coding_gene	T08G11.2	CELE_T08G11.2	N.A.	excretory gland cell, germ line, male, PHshL	N.A.
WBGene00044685	WBGene00044685	gla-1	Caenorhabditis elegans	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.
WBGene00044686	WBGene00044686	flp-28	Caenorhabditis elegans	protein_coding_gene	W07E11.4	CELE_W07E11.4	N.A.	ALA, AVJL, AVL, DVB, HSN, HSNL, M1 neuron, M5 neuron, neuron, PQR, PVS, RIM, RIML, RIMR, RIR, sensory neuron, URB, uv1, uv3, VC neuron, VC1, VC2, VC3, VC4, VC5, VC6	N.A.
WBGene00044687	WBGene00044687	B0563.9	Caenorhabditis elegans	protein_coding_gene	B0563.9	CELE_B0563.9	N.A.	intestine	N.A.
WBGene00044689	WBGene00044689	arid-1	Caenorhabditis elegans	protein_coding_gene	Y108G3AL.7	CELE_Y108G3AL.7	N.A.	ABalapppaa, germ line, NSM, somatic gonad precursor	"defense response to other organism", "DNA binding", "ERAD pathway", "nucleus", "proteasomal protein catabolic process", "regulation of DNA-templated transcription", "regulation of transcription by RNA polymerase II", "response to endoplasmic reticulum stress", "transcription cis-regulatory region binding", "transcription repressor complex"
WBGene00044690	WBGene00044690	M02B7.7	Caenorhabditis elegans	protein_coding_gene	M02B7.7	CELE_M02B7.7	N.A.	ABalppappa, ABalppppaa, ABarappppa, ABpraaapaa, AFD, body wall muscle cell, germ line, MSaapapa, MSpapapa, oocyte, sensory neuron	N.A.
WBGene00044691	WBGene00044691	F47C12.11	Caenorhabditis elegans	pseudogene	F47C12.11	CELE_F47C12.11	N.A.	male, male-specific anatomical entity	N.A.
WBGene00044692	WBGene00044692	fbxb-91	Caenorhabditis elegans	protein_coding_gene	F12E12.8	CELE_F12E12.8	N.A.	ABalaaaala, ABalaaaarl, ABalaaaarr, ABalaapaaa, ABalapaaaa, ABalappapa, ABalpapaap, ABarappaap, ABarpaaa, ABplpppaaa, ABplppppap, ABprpppaaa, ABprppppap, B cell, hypodermis, intestine, mc1DL, mc1DR, mc1V, NSM, pharyngeal muscle cell, rect_D	N.A.
WBGene00044693	WBGene00044693	fbxb-92	Caenorhabditis elegans	protein_coding_gene	F12E12.9	CELE_F12E12.9	N.A.	ABplpappaa, Excretory duct, excretory pore	N.A.
WBGene00044694	WBGene00044694	fbxb-90	Caenorhabditis elegans	protein_coding_gene	F12E12.10	F12E12.a, F12E12.a, CELE_F12E12.10	N.A.	ABalaaaarl, ABalaaaarr, ABalpapaap, ABarappaap, ABplpappaa, ABplpapppa, AVDL, AVDR, RIH	N.A.
WBGene00044695	WBGene00044695	fbxb-27	Caenorhabditis elegans	pseudogene	ZC204.16	CELE_ZC204.16	N.A.	N.A.	N.A.
WBGene00044696	WBGene00044696	F52E1.14	Caenorhabditis elegans	protein_coding_gene	F52E1.14	CELE_F52E1.14	N.A.	germ line, head mesodermal cell, intestinal cell, intestine, OLL, PVD	N.A.
WBGene00044697	WBGene00044697	poml-4	Caenorhabditis elegans	protein_coding_gene	K05F6.11	CELE_K05F6.11	N.A.	N.A.	"arylesterase activity", "hydrolase activity", "metal ion binding"
WBGene00044698	WBGene00044698	K09F5.6	Caenorhabditis elegans	protein_coding_gene	K09F5.6	CELE_K09F5.6	N.A.	ADEL, AIML, AIZL, ALA, anal sphincter muscle, anchor cell, AS11, AVDL, AVJL, AVJR, body wall muscle cell, CEPDL, CEPshDL, CEPshDR, CEPshVL, CEPshVR, CEPVL, DA neuron, DB3, DB4, DB5, DB6, DB7, dopaminergic neuron, GLR, head mesodermal cell, I5 neuron, neuron, OLL, PVD, retrovesicular ganglion, RIAL, RIAR, RIS, RMED, SAB, sensory neuron, SMBDL, SMBDR, SMBVL, SMBVR, VA neuron, VC neuron, VC4, VC5	"membrane"
WBGene00044699	WBGene00044699	nhr-286	Caenorhabditis elegans	protein_coding_gene	VC5.6	CELE_VC5.6	N.A.	ADLL, ADLR, ALNL, ALNR, coelomocyte, gon_male_dtc anterior, gon_male_dtc posterior, intestine, oocyte, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a	"DNA binding", "DNA-binding transcription factor activity", "metal ion binding", "nucleus", "regulation of DNA-templated transcription", "regulation of transcription by RNA polymerase II", "sequence-specific DNA binding", "zinc ion binding"
WBGene00044700	WBGene00044700	T08D2.9	Caenorhabditis elegans	pseudogene	T08D2.9	CELE_T08D2.9	N.A.	N.A.	N.A.
WBGene00044701	WBGene00044701	AH9.6	Caenorhabditis elegans	protein_coding_gene	AH9.6	CELE_AH9.6	N.A.	ADEL, ADER, AIYL, AIYR, ALA, ALML, ALMR, ASHL, ASHR, AUA, AUAL, AVAL, AVAR, AVBL, AVBR, AVDL, AVDR, AVE, AVEL, AVER, AVL, BDUL, BDUR, CEPDL, CEPDR, CEPVL, CEPVR, CP neuron, DA neuron, DA1, DA2, DA3, DA4, DA5, DA6, DA7, DA8, DA9, DB1, DB2, DB3, DB4, DB5, DB6, DB7, dopaminergic neuron, DVA, DVC, GLR, GLRL, GLRVL, head mesodermal cell, I1L, I1R, I3 neuron, I6 neuron, IL1 neuron, IL1DL, IL1DR, IL1L, IL1R, IL1VL, IL1VR, IL2DL, IL2DR, IL2L, IL2R, IL2VL, IL2VR, LUAL, M2 neuron, m2L, m2R, male gonadal cell, MC neuron, MCL, MCR, neuron, OLL, PDA, PDB, PLML, PLMR, PVC, PVCL, PVD, PVR, RIBL, RIBR, RIF, RIH, RIML, RIMR, RIS, RIVL, RMDDL, RMDDR, RMDL, RMDR, RMDVL, RMDVR, RMED, RMEL, RMER, RMEV, RMG, RMGL, RMH, RMHL, SAA, SAADL, SAAVL, sensory neuron, SMBDL, URA, URADL, URAVL, URAVR, URBL, URXL, URXR, URY, URYDL, VA neuron, VA12, VB1, VC neuron, VC1, VC6, VD neuron, VD10, VD11, VD12, VD8, VD9, ventral nerve cord	"membrane"
WBGene00044702	WBGene00044702	F46C3.4	Caenorhabditis elegans	pseudogene	F46C3.4	CELE_F46C3.4	N.A.	germ line, RID	N.A.
WBGene00044703	WBGene00044703	F46C3.5	Caenorhabditis elegans	pseudogene	F46C3.5	CELE_F46C3.5	N.A.	N.A.	N.A.
WBGene00044704	WBGene00044704	C18A3.12	Caenorhabditis elegans	snoRNA_gene	C18A3.12	CELE_C18A3.12	N.A.	N.A.	N.A.
WBGene00044705	WBGene00044705	T22F3.12	Caenorhabditis elegans	protein_coding_gene	T22F3.12	CELE_T22F3.12	N.A.	ABalappaap, CAN, CANL, CANR, gon_male_dtc anterior, gon_male_dtc posterior, RID, Z1.p, Z4.a	"cyclosporin A binding", "cytoplasm", "isomerase activity", "peptidyl-prolyl cis-trans isomerase activity", "protein folding", "protein peptidyl-prolyl isomerization"
WBGene00044706	WBGene00044706	Y26D4A.15	Caenorhabditis elegans	pseudogene	Y26D4A.15	CELE_Y26D4A.15	N.A.	N.A.	N.A.
WBGene00044707	WBGene00044707	pals-15	Caenorhabditis elegans	protein_coding_gene	F22G12.7	CELE_F22G12.7	N.A.	intestine	"membrane"
WBGene00044708	WBGene00044708	pals-11	Caenorhabditis elegans	protein_coding_gene	C17H1.13	CELE_C17H1.13	N.A.	RIS	N.A.
WBGene00044709	WBGene00044709	pals-12	Caenorhabditis elegans	protein_coding_gene	C17H1.14	CELE_C17H1.14	N.A.	N.A.	N.A.
WBGene00044710	WBGene00044710	Y26D4A.16	Caenorhabditis elegans	pseudogene	Y26D4A.16	CELE_Y26D4A.16	N.A.	N.A.	N.A.
WBGene00044711	WBGene00044711	pals-10	Caenorhabditis elegans	protein_coding_gene	C17H1.11	CELE_C17H1.11	N.A.	N.A.	N.A.
WBGene00044712	WBGene00044712	F22G12.8	Caenorhabditis elegans	pseudogene	F22G12.8	CELE_F22G12.8	N.A.	intestine	N.A.
WBGene00044713	WBGene00044713	ZK1225.9	Caenorhabditis elegans	pseudogene	ZK1225.9	CELE_ZK1225.9	N.A.	N.A.	N.A.
WBGene00044714	WBGene00044714	ZK1225.10	Caenorhabditis elegans	pseudogene	ZK1225.10	CELE_ZK1225.10	N.A.	N.A.	N.A.
WBGene00044716	WBGene00044716	ZK1225.12	Caenorhabditis elegans	pseudogene	ZK1225.12	CELE_ZK1225.12	N.A.	N.A.	N.A.
WBGene00044718	WBGene00044718	T20D4.20	Caenorhabditis elegans	pseudogene	T20D4.20	CELE_T20D4.20	N.A.	body wall muscle cell, NSM	N.A.
WBGene00044719	WBGene00044719	clec-172	Caenorhabditis elegans	protein_coding_gene	K03H6.7	CELE_K03H6.7	N.A.	intestine	"defense response to Gram-positive bacterium"
WBGene00044720	WBGene00044720	metl-2	Caenorhabditis elegans	protein_coding_gene	Y53F4B.42	CELE_Y53F4B.42	N.A.	ABplpapapa, ABprpapapa, AFD, MSpaapaa	"methylation", "methyltransferase activity", "RNA methyltransferase activity", "S-adenosylmethionine-dependent methyltransferase activity", "transferase activity", "tRNA (cytidine-3-)-methyltransferase activity"
WBGene00044722	WBGene00044722	C17H1.12	Caenorhabditis elegans	pseudogene	C17H1.12	CELE_C17H1.12	N.A.	N.A.	N.A.
WBGene00044723	WBGene00044723	K11H12.11	Caenorhabditis elegans	protein_coding_gene	K11H12.11	CELE_K11H12.11	N.A.	intestine	N.A.
WBGene00044724	WBGene00044724	R02E4.3	Caenorhabditis elegans	protein_coding_gene	R02E4.3	CELE_R02E4.3	N.A.	AFD, AMsoL, AMsoR, anchor cell, anterior arcade cell, anterior hypodermis, arc ant V, arcade cell, ASER, B cell, DD1, excretory cell, excretory duct cell, excretory pore, F cell, GABAergic neuron, hyp1, hyp10, hyp11, hyp12, hyp2, hyp3, hyp4, hyp5, hyp6, hyp8, hypodermis, ILshDL, ILsoDL, ILsoL, ILsoVL, intestine, K cell, K' cell, OLLshL, OLLsoL, OLQshDL, OLQsoDL, OLQsoVL, PDEshL, PDEsoL, PHshL, PHso1L, PLM, posterior arcade cell, rectal epithelial cell, seam cell, tail hypodermis, U cell, ut4, vulA, vulB1, vulC, vulD, vulF, Y cell	N.A.
WBGene00044725	WBGene00044725	R11G1.7	Caenorhabditis elegans	protein_coding_gene	R11G1.7	CELE_R11G1.7	N.A.	ABalapaaaa, ABalappapa, ABplpppaaa, ABprpppaaa, ADE sheath cell, ADE socket cell, ADEL, amphid sheath cell, amphid socket cell, anal depressor muscle, anal sphincter muscle, AVKL, CEP socket cell, CEPDL, cephalic sheath cell, CEPVL, DD1, DD2, DD3, DD4, DD5, DD6, dopaminergic neuron, hypodermis, I5 neuron, IL sheath cell, IL socket cell, LUAL, OL sheath cell, OL socket cell, PDE sheath cell, PDE socket cell, PDEL, phasmid sheath cell, phasmid socket cell, PVQL, PVR, Q cell, sensory neuron, somatic gonad precursor, URADL, URADR, uterine muscle, Z1, Z4	N.A.
WBGene00044726	WBGene00044726	Y53F4B.43	Caenorhabditis elegans	protein_coding_gene	Y53F4B.43	CELE_Y53F4B.43	N.A.	ABalaaaarl, ABalaaaarr, ABalapaaaa, ABalappapa, ABalapppaa, ABalpapaap, ABalppappa, ABarappaap, ABarappppa, ABplaapaaa, ABplaapaap, ABplpaaaaa, ABpraapaaa, ABpraapaap, ABprpaaaaa, AVDL, AVDR, AVHL, AVHR, SMBDL, SMBDR, SMBVL, SMBVR, ut4	N.A.
WBGene00044727	WBGene00044727	Y53F4B.44	Caenorhabditis elegans	pseudogene	Y53F4B.44	CELE_Y53F4B.44	N.A.	N.A.	N.A.
WBGene00044728	WBGene00044728	Y53F4B.45	Caenorhabditis elegans	ncRNA_gene	Y53F4B.45	CELE_Y53F4B.45	N.A.	ADE, ADF, AFD, AIM, AIN, ALM, AS1, AS10, AS11, AS2, AS3, AS4, AS5, AS6, AS7, AS8, AS9, ASEL, ASER, AVJ, AVK, AWB, AWC-OFF, AWC-ON, BAG, BDU, CEP, DA neuron, DA1, DB1, DB3, DB4, DB5, DB6, DB7, DD1, DD2, DD3, DD4, DD5, DD6, DVB, DVC, head mesodermal cell, I5 neuron, muscle cell, neuron, PLM, RIA, RIF, RIG, RIH, RIM, RIR, RIS, RMDL, RMDR, sensory neuron, SMB, URA, URY, VA neuron, VB1, VB4, VB5, VB6, VB7, VB8, VB9, VC1, VC2, VC3, VC6, VD1, VD10, VD11, VD12, VD13, VD2, VD3, VD4, VD5, VD6, VD7, VD8, VD9	N.A.
WBGene00044729	WBGene00044729	Y53F4B.46	Caenorhabditis elegans	pseudogene	Y53F4B.46	CELE_Y53F4B.46	N.A.	N.A.	N.A.
WBGene00044731	WBGene00044731	eat-1	Caenorhabditis elegans	N.A.	N.A.	N.A.	N.A.	N.A.	"multicellular organism growth"
WBGene00044732	WBGene00044732	T03G11.10	Caenorhabditis elegans	protein_coding_gene	T03G11.10	CELE_T03G11.10	N.A.	AFD, AFDL, AIML, AINL, ASEL, ASER, BAGL, CEPDL, CEPDR, CEPVL, CEPVR, CP neuron, IL1DL, IL1DR, IL1L, IL1R, IL1VL, IL1VR, lumbar ganglion, M5 neuron, neuron, RIR, RIS, RMHL, sensory neuron, SIADL, SIADR, SIAVR, SIBDL, SIBVL, URXL, URYDL	N.A.
WBGene00044733	WBGene00044733	W08F4.13	Caenorhabditis elegans	protein_coding_gene	W08F4.13	CELE_W08F4.13	N.A.	ABalpppppp, ABplppppap, ABpraaappp, ABprppppap, ADF, ADL, AFD, ASE, ASG, ASH, ASI, ASJ, ASK, AWA, AWB, AWC, HSNL, tail precursor cell	N.A.
WBGene00044734	WBGene00044734	Y19D10A.16	Caenorhabditis elegans	protein_coding_gene	Y19D10A.16	CELE_Y19D10A.16	N.A.	DD neuron, hermaphrodite-specific anatomical entity, intestine, neuron	"carbohydrate binding", "carbohydrate metabolic process", "catalytic activity", "hexose metabolic process", "isomerase activity"
WBGene00044735	WBGene00044735	Y19D10A.17	Caenorhabditis elegans	protein_coding_gene	Y19D10A.17	CELE_Y19D10A.17	N.A.	muscle cell	N.A.
WBGene00044736	WBGene00044736	gfrp-1	Caenorhabditis elegans	protein_coding_gene	Y38C1AA.13	CELE_Y38C1AA.13	head, hyp7 syncytium, hypodermis, neuron	ASER, hypodermis, PLM, somatic gonad precursor, tail hypodermis	"cytoplasm", "cytosol", "GTP cyclohydrolase binding", "membrane", "negative regulation of biosynthetic process", "nuclear membrane", "nucleus"
WBGene00044737	WBGene00044737	ttr-45	Caenorhabditis elegans	protein_coding_gene	JC8.14	CELE_JC8.14	N.A.	amphid sheath cell, anterior arcade cell, body wall muscle cell, CEPshDL, CEPsoDL, CEPsoVL, gonadal sheath cell, head mesodermal cell, hypodermis, ILshDL, intestine, muscle cell, OLQshDL, spermatheca, spermathecal-uterine junction, ut1, ut2, ut3, uv2	"cell surface", "extracellular region"
WBGene00044738	WBGene00044738	folt-3	Caenorhabditis elegans	protein_coding_gene	C50E3.16	CELE_C50E3.16	N.A.	ALML, AVM, PHCL, PLML, PLMR, PVM, RIPL	"folic acid binding", "membrane", "plasma membrane", "transmembrane transport", "vitamin transmembrane transport", "vitamin transmembrane transporter activity", "vitamin transport"
WBGene00044739	WBGene00044739	F54G8.6	Caenorhabditis elegans	pseudogene	F54G8.6	CELE_F54G8.6	N.A.	N.A.	N.A.
WBGene00044741	WBGene00044741	Y57G11C.52	Caenorhabditis elegans	protein_coding_gene	Y57G11C.52	CELE_Y57G11C.52	N.A.	AVHL, AVHR, male, rect_D, ventral nerve cord	N.A.
WBGene00044742	WBGene00044742	Y55F3BR.10	Caenorhabditis elegans	protein_coding_gene	Y55F3BR.10	Y55F3BR.h, Y55F3BR.h, CELE_Y55F3BR.10	N.A.	AVA, AVK, germ line, neuron, PLML, PLMR, PVT	N.A.
WBGene00044743	WBGene00044743	crb-3	Caenorhabditis elegans	protein_coding_gene	C35B8.4	CELE_C35B8.4	coelomocyte, dorsal nerve cord, excretory canal, intestinal cell, pharyngeal cell, rectal epithelium, uterus, ventral nerve cord	ABarpapaapp, ABplaaaaapp, AS neuron, AS1, AS11, coelomocyte, dopaminergic neuron, germline precursor cell, intestine, M2 neuron, m2L, MC neuron, mc2DL, mc2DR, mc2V, mc3, MCL, MCR, NSML, PDB, pm6, spermathecal-uterine junction, ut1, ut2, ut3, uterine seam cell, uv1, uv2, VA neuron, VA1, VA12, VB4, VB5, VB6, VB7, VB8, VB9, VD neuron	"membrane"
WBGene00044744	WBGene00044744	F10G7.12	Caenorhabditis elegans	protein_coding_gene	F10G7.12	CELE_F10G7.12	N.A.	ASHL, germ line, male, neuron, XXXL, XXXR	N.A.
WBGene00044745	WBGene00044745	Y62E10A.20	Caenorhabditis elegans	protein_coding_gene	Y62E10A.20	CELE_Y62E10A.20	N.A.	AVK, germ line, head mesodermal cell, MC neuron, MCL, MCR, neuron, PLM, VC4, VC5	"mitochondrial inner membrane", "protein insertion into mitochondrial inner membrane from matrix", "ribosome binding"
WBGene00044746	WBGene00044746	C53H9.3	Caenorhabditis elegans	protein_coding_gene	C53H9.3	CELE_C53H9.3	N.A.	AFD, ASER, germ line, XXXL, XXXR	"ribosome"
WBGene00044747	WBGene00044747	ZK1005.2	Caenorhabditis elegans	ncRNA_gene	ZK1005.2	CELE_ZK1005.2	N.A.	N.A.	N.A.
WBGene00044748	WBGene00044748	ZK402.6	Caenorhabditis elegans	ncRNA_gene	ZK402.6	CELE_ZK402.6	N.A.	N.A.	N.A.
WBGene00044749	WBGene00044749	W01C8.8	Caenorhabditis elegans	ncRNA_gene	W01C8.8	CELE_W01C8.8	N.A.	N.A.	N.A.
WBGene00044750	WBGene00044750	Y39D8C.2	Caenorhabditis elegans	ncRNA_gene	Y39D8C.2	CELE_Y39D8C.2	N.A.	N.A.	N.A.
WBGene00044751	WBGene00044751	F14D2.16	Caenorhabditis elegans	ncRNA_gene	F14D2.16	CELE_F14D2.16	N.A.	N.A.	N.A.
WBGene00044752	WBGene00044752	Y73B6BL.45	Caenorhabditis elegans	pseudogene	Y73B6BL.45	CELE_Y73B6BL.45	N.A.	N.A.	N.A.
WBGene00044753	WBGene00044753	F49H12.7	Caenorhabditis elegans	protein_coding_gene	F49H12.7	CELE_F49H12.7	N.A.	ABalppppppa, ABpraaapppa, ASEL, ASER, AWCL, excretory system, germ line, intestine, PHshL, PHso1L, spermathecal-uterine junction, ut1, ut2, ut3, uv1, uv2	N.A.
WBGene00044754	WBGene00044754	Y119C1B.12	Caenorhabditis elegans	protein_coding_gene	Y119C1B.12	CELE_Y119C1B.12	N.A.	sensory neuron	"membrane"
WBGene00044755	WBGene00044755	C32D5.14	Caenorhabditis elegans	protein_coding_gene	C32D5.14	CELE_C32D5.14	N.A.	N.A.	N.A.
WBGene00044756	WBGene00044756	glam-3	Caenorhabditis elegans	protein_coding_gene	F58F12.4	CELE_F58F12.4	N.A.	ABarpaapap, ABarpaappa, ABarpaappp, ABarppaapa, ABarpppapa, ABplaapppa, ABplaapppp, ABplappppa, ABpraapppa, ABpraapppp, ABprappppa, ADE, ADEL, AIAL, AIYL, AIYR, anterior hypodermis, AVKL, CANL, dopaminergic neuron, dorsal uterine cell, hyp3, hyp4, hyp5, hyp6, hypodermis, I2L, neuron, OLQshDL, PDE, PDEL, PLM, tail hypodermis, URADL, URADR	"membrane"
WBGene00044757	WBGene00044757	Y55F3BR.11	Caenorhabditis elegans	protein_coding_gene	Y55F3BR.11	Y55F3BR.a, Y55F3BR.a, Y55F3BR.j, Y55F3BR.j, CELE_Y55F3BR.11	N.A.	CEPsoVL, intestine	N.A.
WBGene00044758	WBGene00044758	Y37H2A.12	Caenorhabditis elegans	protein_coding_gene	Y37H2A.12	CELE_Y37H2A.12	N.A.	germ line, germline precursor cell, oocyte	N.A.
WBGene00044759	WBGene00044759	T06E6.15	Caenorhabditis elegans	protein_coding_gene	T06E6.15	CELE_T06E6.15	N.A.	neuron, seam cell	N.A.
WBGene00044760	WBGene00044760	Y71H2AM.25	Caenorhabditis elegans	protein_coding_gene	Y71H2AM.25	CELE_Y71H2AM.25	N.A.	ABplppppaa, ABprppppaa, AFD, CEPDL, CEPDR, CEPVL, CEPVR, rectal gland cell	"cysteine-type endopeptidase activity", "cysteine-type peptidase activity", "extracellular space", "lysosome", "membrane", "proteolysis involved in protein catabolic process", "proteolysis"
WBGene00044761	WBGene00044761	pals-19	Caenorhabditis elegans	protein_coding_gene	Y82E9BR.23	CELE_Y82E9BR.23	N.A.	ASER, CEM, dopaminergic neuron, head mesodermal cell, HOB, hypodermis, IL2 neuron, intestine, OLL, pharyngeal muscle cell, PVD, ray neuron type B, rect_D	N.A.
WBGene00044762	WBGene00044762	ZK688.11	Caenorhabditis elegans	protein_coding_gene	ZK688.11	CELE_ZK688.11	N.A.	ABarppaapp, ABarpppapp, ABplapaaapa, ABprapaaapa, AFD, germ line, neuron	"membrane"
WBGene00044763	WBGene00044763	ZK688.12	Caenorhabditis elegans	protein_coding_gene	ZK688.12	CELE_ZK688.12	N.A.	male	N.A.
WBGene00044764	WBGene00044764	W01A8.7	Caenorhabditis elegans	pseudogene	W01A8.7	CELE_W01A8.7	N.A.	ADFL, ASGL, ASKL, AWAL, AWBL, sensory neuron	N.A.
WBGene00044765	WBGene00044765	C17B7.13	Caenorhabditis elegans	transposable_element_gene	C17B7.13	N.A.	N.A.	N.A.	N.A.
WBGene00044766	WBGene00044766	Y55F3C.11	Caenorhabditis elegans	transposable_element_gene	Y55F3C.11	N.A.	N.A.	N.A.	N.A.
WBGene00044767	WBGene00044767	nssp-16	Caenorhabditis elegans	protein_coding_gene	T23B7.3	CELE_T23B7.3	N.A.	ADEL, ADER, ADL, AFDL, AFDR, AIAL, AIYL, AIYR, ALA, anchor cell, AS4, AS5, AS6, AS7, AS8, ASEL, ASER, ASKL, AVF, AVFL, AVG, AVHL, AVHR, AVJ, BAG, BAGL, BAGR, CANL, CANR, CEPshDL, CEPshDR, CEPshVL, CEPshVR, DA neuron, DA1, DB1, DD1, DVA, hyp11, hyp8, intestine, male gonadal cell, neuron, RICL, RICR, RID, RIF, RIG, sensory neuron, spermathecal-uterine valve cell, VA neuron, VA1, VB1, VD neuron, VD12	"neuropeptide signaling pathway"
WBGene00044768	WBGene00044768	M117.7	Caenorhabditis elegans	pseudogene	M117.7	CELE_M117.7	N.A.	N.A.	N.A.
WBGene00044769	WBGene00044769	C17E4.12	Caenorhabditis elegans	pseudogene	C17E4.12	CELE_C17E4.12	N.A.	N.A.	N.A.
WBGene00044770	WBGene00044770	C53C11.5	Caenorhabditis elegans	protein_coding_gene	C53C11.5	CELE_C53C11.5	N.A.	ABalpappaa, ABarapapaa, ABplppppaa, ABprppppaa, anchor cell, AVG, AVK, AVL, CEPshDL, CEPshDR, CEPshVL, CEPshVR, DVB, GABAergic neuron, head mesodermal cell, IL1 neuron, IL1L, intestine, marginal cell, mc1DL, mc1DR, mc1V, mc2DL, mc2DR, mc2V, neuron, pharyngeal muscle cell, pharyngeal-intestinal valve, RMED, RMEL, RMER, RMEV, sensory neuron, spermathecal-uterine junction, uv2, uv3	"membrane"
WBGene00044771	WBGene00044771	tmem-218	Caenorhabditis elegans	protein_coding_gene	T23E7.5	CELE_T23E7.5	amphid neuron, phasmid neuron	ABalaappppa, ABalapaappa, ABalapapapa, ABalapappaa, ABalapppapa, ABalappppaa, ABalppapppa, ABalpppappp, ABarapppppa, ABarpapaapp, ABplaaaaapp, ABplapaaaap, ABplapppapp, ABplpaaappa, ABpraaaappp, ABprapaaaap, ABprapppapp, ABprpaaappa, ADEL, ADER, ADFL, ADFR, ADL, ADLL, ADLR, AFD, AQR, ASEL, ASER, ASGL, ASGR, ASHL, ASHR, ASIL, ASIR, AVG, AWAL, AWAR, AWB, AWBL, AWBR, AWCL, AWCR, BAG, BAGL, BAGR, CEPDL, CEPDR, CEPVL, CEPVR, dopaminergic neuron, hypodermis, IL1DL, IL1DR, IL1L, IL1R, IL1VL, IL1VR, IL2DL, IL2DR, IL2L, IL2R, IL2VL, IL2VR, marginal cell, mc2DL, mc2DR, mc2V, mc3, neuron, OLLL, OLLR, OLQDL, OLQDR, OLQVL, OLQVR, PDEL, PHA, PHAL, pharyngeal-intestinal valve, PHBL, PQR, Q cell, RIH, RIPL, sensory neuron, URXL, URXR	"ciliary transition zone", "membrane", "non-motile cilium assembly"
WBGene00044772	WBGene00044772	T23E7.6	Caenorhabditis elegans	protein_coding_gene	T23E7.6	CELE_T23E7.6	N.A.	anterior hypodermis, hyp2, hyp4, hyp5, hyp6, hypodermis, muscle cell, PDE socket cell, PHshL, seam cell	"membrane"
WBGene00044773	WBGene00044773	C08A9.10	Caenorhabditis elegans	protein_coding_gene	C08A9.10	CELE_C08A9.10	N.A.	germ line, hermaphrodite-specific anatomical entity, spermatheca, spermathecal-uterine junction, ut1, ut2, ut3, uv2, uv3	N.A.
WBGene00044774	WBGene00044774	F16B3.3	Caenorhabditis elegans	protein_coding_gene	F16B3.3	CELE_F16B3.3	N.A.	AFD, AIBL, AIBR, AIZL, AIZR, anchor cell, ASER, AVA, AVBL, AVBR, AVD, AVE, AVEL, AVER, AVG, AVL, body wall muscle cell, CEPDL, CEPDR, CEPVL, CEPVR, DA1, DA2, DA3, DA4, DA5, DA6, DA7, DA8, DA9, DB1, DB2, DB3, DB4, DB5, DB6, DB7, I4 neuron, m3L, MCL, muscle cell, neuron, PLM, PLML, PLMR, PVC, PVDL, RICL, RIM, sensory neuron, SIBDL, SMBDL, SMBDR, SMBVL, SMBVR, SMDDL, SMDDR, SMDVL, SMDVR, URXL, URXR, VB10, VB11	"membrane"
WBGene00044775	WBGene00044775	ZK1290.15	Caenorhabditis elegans	protein_coding_gene	ZK1290.15	CELE_ZK1290.15	N.A.	N.A.	N.A.
